제목,사건번호,선고일자,참조조문,판시사항
특정범죄가중처벌등에관한법률위반(조세)·조세범처벌법위반,2023도539,2024. 4. 12.,"국세기본법 제14조, 조세범 처벌법 제3조, 특정범죄 가중처벌 등에 관한 법률 제8조","[1] 조세범 처벌법 제3조와 특정범죄 가중처벌 등에 관한 법률 제8조에서 정한 조세포탈죄가 성립하기 위한 요건 / 세법이 정한 과세요건을 갖추지 못해 조세채무가 성립하지 않은 경우, 조세포탈죄의 성립 여부(소극)
  [2] 국세기본법 제14조 제1항에서 정한 실질과세 원칙의 의미 / 재산의 귀속명의자는 이를 지배·관리할 능력이 없고 명의자에 대한 지배권 등을 통하여 실질적으로 이를 지배·관리하는 사람이 따로 있으며 그와 같은 명의와 실질의 괴리가 조세 회피 목적에서 비롯된 경우, 그 재산에 관한 소득의 귀속자 및 납세의무자(=재산을 실질적으로 지배·관리하는 사람)"
공직선거법위반,2023도18846,2024. 4. 4.,"공직선거법 제59조, 공직선거법 제60조의3, 공직선거법 제60조의4, 공직선거법 제112조, 공직선거법 제113조, 공직선거법 제255조, 공직선거법 제257조",공직선거법 제113조에서 기부행위를 제한하는 취지 / 예비후보자공약집이 공직선거법에서 규율하는 기부행위의 객체에서 제외되는지 여부(소극)
허위진단서작성·업무상과실치사,2021도15080,2024. 4. 4.,"형법 제13조, 형법 제233조",허위진단서작성죄의 성립요건 / 미필적 고의의 요건 및 행위자가 범죄사실이 발생할 가능성을 용인하고 있었는지 판단하는 방법 / 의사 등이 사망진단서를 작성할 당시 기재한 사망 원인이나 사망의 종류가 허위인지 또는 의사 등이 그러한 점을 인식하고 있었는지 판단하는 방법
피해자보호명령등에대한재항고[피해자보호명령의 발령 요건 및 심리절차의 법령 위반이 문제된 사건],2024터2,2024. 3. 29.,"가정보호심판규칙 제67조의13, 가정폭력범죄의 처벌 등에 관한 특례법 제1조, 가정폭력범죄의 처벌 등에 관한 특례법 제2조, 가정폭력범죄의 처벌 등에 관한 특례법 제11조, 가정폭력범죄의 처벌 등에 관한 특례법 제12조, 가정폭력범죄의 처벌 등에 관한 특례법 제30조, 가정폭력범죄의 처벌 등에 관한 특례법 제40조, 가정폭력범죄의 처벌 등에 관한 특례법 제53조, 가정폭력범죄의 처벌 등에 관한 특례법 제55조의2, 가정폭력범죄의 처벌 등에 관한 특례법 제55조의7, 가정폭력범죄의 처벌 등에 관한 특례법 제55조의8, 가정폭력범죄의 처벌 등에 관한 특례법 제63조, 형사소송법 제383조","[1] 가정폭력범죄의 처벌 등에 관한 특례법에 도입된 피해자보호명령 제도의 취지 / 피해자보호명령청구의 전제가 되는 가정폭력행위가 특정되지 아니하거나 행위자가 그러한 행위를 한 사실이 인정되지 않는 경우 또는 행위자의 행위가 같은 법 제2조 제3호 각 목에서 정한 죄를 구성하지 아니하는 경우, 행위자에 대하여 피해자보호명령을 발령할 수 있는지 여부(소극)
  [2] 가정폭력범죄의 처벌 등에 관한 특례법에 피해자보호명령사건 심리기일의 지정 및 고지에 관한 규정을 둔 취지 / 행위자에게 피해자보호명령사건의 요지를 미리 고지하거나 피해자보호명령 청구서 부본을 송달하고, 보조인을 선임할 수 있다는 취지를 미리 고지하지 않은 채 심리절차를 진행한 후 피해자보호명령을 발령한 경우, 재판에 영향을 미친 법령 위반에 해당하는지 여부(원칙적 적극)"
성폭력범죄의처벌등에관한특례법위반(친족관계에의한강간)·아동복지법위반(아동학대)·아동복지법위반(아동에대한음행강요·매개·성희롱등)·성폭력범죄의처벌등에관한특례법위반(13세미만미성년자유사성행위)·부착명령·부착명령[대검찰청 소속 진술분석관이 피해자와 면담하는 내용을 녹화한 영상녹화물의 증거능력이 문제된 사건],2023도15133,2024. 3. 28.,"대한민국헌법 제12조, 대한민국헌법 제27조, 성폭력범죄의 처벌 등에 관한 특례법 제5조, 성폭력범죄의 처벌 등에 관한 특례법 제7조, 성폭력범죄의 처벌 등에 관한 특례법 제33조, 형사소송법 제221조, 형사소송법 제310조의2, 형사소송법 제311조, 형사소송법 제312조, 형사소송법 제313조","[1] 형사소송법 제313조 제1항에서 규정한 ‘전 2조의 규정 이외에 피고인 또는 피고인이 아닌 자가 작성한 진술서나 그 진술을 기재한 서류’의 의미(=수사과정 외에서 작성된 서류) / 피고인이 아닌 자의 진술을 기재한 서류가 비록 수사기관이 아닌 자에 의하여 작성되었더라도, 수사가 시작된 이후 수사기관의 관여나 영향 아래 작성된 경우로서 실질적으로 고찰할 때 그 서류가 수사과정 외에서 작성된 것이라고 보기 어려운 경우, 형사소송법 제313조 제1항의 ‘전 2조의 규정 이외에 피고인이 아닌 자의 진술을 기재한 서류’에 해당하는지 여부(소극) / 수사기관이 아닌 자가 수사과정에서 피고인이 아닌 자의 진술을 녹화한 영상녹화물의 증거능력을 인정할 때 엄격한 제한의 필요성
  [2] 검사가 피고인들의 성폭력범죄의 처벌 등에 관한 특례법 위반(친족관계에의한강간) 등 혐의를 수사하면서 아동인 피해자의 진술 내용에 대하여 대검찰청 과학수사부 소속 진술분석관에게 분석을 의뢰하였고, 이에 따라 진술분석관이 피해자를 면담하고 그 내용을 녹화한 ‘피해자 진술분석 과정 영상녹화 CD’(영상녹화물)가 제작되어 증거로 제출됨으로써 그 증거능력이 문제 된 사안에서, 제반 사정에 비추어 영상녹화물은 수사과정 외에서 작성된 것이라고 볼 수 없어 형사소송법 제313조 제1항에 따라 증거능력을 인정할 수 없다는 등의 이유로, 같은 취지에서 영상녹화물의 증거능력이 없다고 본 원심판단은 정당하다고 한 사례"
소년부송치결정에대한재항고[공범이 있는 소년 피고인에 대한 소년부송치결정에 대하여 검사가 재항고를 제기한 사건],2024모398,2024. 3. 13.,"소년법 제1조, 소년법 제32조, 소년법 제50조, 소년법 제58조",소년에 대한 피고사건을 심리한 법원이 그 결과에 따라 보호처분에 해당할 사유가 있는지를 인정하는 것은 법관의 자유재량에 의하여 판정될 사항인지 여부(적극) / 법원이 소년에 대한 형사사건을 심리할 때 보호처분에 해당할 사유를 판단하는 방법 및 그러한 판단은 소년 한 사람 한 사람에게 개별적으로 이루어져야 하는지 여부(적극) / 소년이 다른 소년 등과 공범인 사건의 경우 특별히 고려할 사항 / 소년법상 ‘보호처분에 해당할 사유’를 판단하는 경우 법관 재량의 한계 및 그 재량의 한계를 현저하게 벗어난 판단이 허용되는지 여부(소극)
상해(인정된죄명:강간상해),2023도11371,2024. 3. 12.,"형법 제297조, 형법 제300조, 형법 제301조, 형사소송규칙 제134조의10, 형사소송규칙 제134조의11, 형사소송규칙 제134조의12, 형사소송법 제294조의2","[1] 법원이 피해자 등을 공판기일에 출석하게 하여 형사소송법 제294조의2 제2항에 정한 사항으로서 범죄사실의 인정에 해당하지 않는 사항에 관하여 증인신문에 의하지 아니하고 의견을 진술하거나 의견진술에 갈음하여 의견을 기재한 서면을 제출하게 한 경우, 위 진술과 서면을 유죄의 증거로 할 수 있는지 여부(소극)
  [2] 피고인이 피해자를 강간하려다가 피해자에게 상해를 가하였다는 강간상해의 공소사실이 제1심 및 원심에서 유죄로 인정되었고, 피해자는 제1심 및 원심에서의 재판 절차 진행 중 수회에 걸쳐 탄원서 등 피해자의 의견을 기재한 서류를 제출하였는데, 원심이 피고인의 사실오인 내지 법리오해 주장에 관하여 판단하면서, 피해자가 한 진술의 신빙성이 인정되는 사정의 하나로 피해자가 제출한 탄원서의 일부 기재 내용을 적시하여 공소사실을 유죄로 판단한 사안에서, 위 탄원서 등은 피해자가 형사소송규칙 제134조의10 제1항에 규정된 의견진술에 갈음하여 제출한 서면에 해당하여 유죄의 증거로 할 수 없다고 한 사례"
성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)·주거침입[현행범 체포 시 임의제출 형식으로 압수된 휴대전화 및 그에 저장된 전자정보의 증거능력이 문제된 사안],2020도9431,2024. 3. 12.,"성폭력범죄의 처벌 등에 관한 특례법 제14조, 형사소송법 제218조, 형사소송법 제308조, 형사소송법 제308조의2, 형사소송법 제325조","[1] 임의제출물을 압수한 경우, 압수물이 형사소송법 제218조에 따라 실제로 임의제출된 것인지에 관하여 다툼이 있을 때 그 임의성에 대한 증명책임의 소재(=검사)
  [2] 피고인이 자신의 휴대전화 카메라를 이용하여 총 9회에 걸쳐 성적 욕망 또는 수치심을 유발할 수 있는 피해자 4명의 신체를 그들의 의사에 반하여 촬영하였다는 성폭력범죄의 처벌 등에 관한 특례법 위반(카메라등이용촬영)의 공소사실과 관련하여, 수사기관이 피고인을 현행범으로 체포할 당시 임의제출 형식으로 압수한 휴대전화의 증거능력이 문제 된 사안에서, 제반 사정에 비추어 볼 때, 휴대전화 제출에 관하여 검사가 임의성의 의문점을 없애는 증명을 다하지 못하였으므로 휴대전화 및 그에 저장된 전자정보는 위법수집증거에 해당하여 증거능력이 없다고 한 사례"
수사기관의압수물(가)환부에관한처분취소·변경기각결정에대한재항고,2022모2352,2024. 3. 12.,"형사소송법 제332조, 형사소송법 제409조, 형사소송법 제417조, 형사소송법 제419조","[1] 수사기관의 압수물 환부에 관한 형사소송법 제417조 준항고의 요건 및 공소제기 이후의 단계에서 검사의 압수물에 대한 처분에 관하여 준항고로 다툴 수 있는지 여부(소극) / 압수물에 대한 몰수의 선고가 포함되지 않은 판결이 확정되어 압수가 해제된 것으로 간주된 경우, 검사에게 압수물 환부에 대한 처분을 할 권한이 있는지 여부(소극) 
  [2] 형사소송법 제417조 준항고의 제기기간"
위계공무집행방해[시의회 의장선거에서 위계에 의한 공무집행방해죄 성립 여부가 문제된 사안],2023도7760,2024. 3. 12.,"형법 제30조, 형법 제137조","[1] 위계에 의한 공무집행방해죄에서 ‘위계’의 의미 및 상대방이 위계에 따라 그릇된 행위나 처분을 하여야만 위 죄가 성립하는지 여부(적극) / 이때 범죄행위가 구체적인 공무집행을 저지하거나 현실적으로 곤란하게 하는 데까지는 이르지 아니하고 미수에 그친 경우, 위계에 의한 공무집행방해죄로 처벌할 수 있는지 여부(소극)
  [2] 피고인들 등은 甲 정당 소속 시(市)의회 의원으로서 시의회 의장선거를 앞두고 개최된 甲 정당 의원총회에서 乙을 의장으로 선출하기로 합의한 다음, 합의 내용의 이행을 확보하고 이탈표 발생을 방지하기 위하여 공모에 따라 피고인별로 미리 정해 둔 투표용지의 가상의 구획 안에 ‘乙’의 이름을 각각 기재하는 방법으로 투표하여 乙이 의장으로 당선되게 함으로써, 무기명·비밀투표 권한을 가진 丙 등 공모하지 않은 의원들의 직무집행을, 투·개표 업무에 관한 감표위원 丁 등의 직무집행을, 무기명투표 원칙에 따라 의장선거를 진행하는 사무국장의 직무집행을 각각 방해하였다는 내용으로 기소된 사안에서, 공소사실 중 감표위원들과 사무국장에 대한 위계에 의한 공무집행방해죄를 인정한 원심판단은 정당하나, 공모하지 않은 의원들에 대한 위계에 의한 공무집행방해죄를 인정한 원심판단은 수긍하기 어렵다고 한 사례"
